,Train loss,Test loss
0,50.2646031172155,32.93589907629765
1,31.891972472501585,35.99329746420288
2,29.68652072239298,31.213233823990258
3,27.180230401222907,39.51839173521744
4,21.928857799347266,29.809943338205006
5,18.736963660215885,27.72092442946836
6,17.499865958618766,32.00711240537723
7,16.702413084104922,20.305734412814584
8,16.254897547157228,16.289108789696318
9,15.817421136275103,23.44436412285344
10,15.432309214651287,18.71374364067208
11,15.258873697555204,17.250608021572347
12,15.017585866095166,17.00087051709348
13,14.739490065304416,15.166018563054772
14,14.80100329867413,15.290880491136635
15,14.464475327202168,14.866914862900925
16,14.558750459290813,14.493864472255591
17,14.420114166313281,14.417469714872906
18,14.24537355821988,14.675443621277942
19,14.51689157353172,14.522157467733088
20,14.468087530975062,14.4240790385386
21,14.295934302792073,14.464878781712777
22,14.430249284018302,14.626832928737175
23,14.288643140134548,14.413943480747472
24,14.439345067530944,14.33530652564496
25,14.410020675132499,14.471389859344132
26,14.329980197150395,14.193848329730914
27,14.428764177041076,14.34838719609431
28,14.236202538378802,14.613412974896047
29,14.49490521236905,14.263045960546018
30,14.326038706499787,14.485015151015006
31,14.407308905196254,14.547298068764881
32,14.4653747694363,14.577538423826542
33,14.341438847462658,14.266607996695454
34,14.365628070303263,14.327226544551367
35,14.365206745884343,14.266412503338529
36,14.277959237261932,14.599791527216672
37,14.413432585886328,14.3961868346632
38,14.379124861485572,14.11554176287016
39,14.49153987212528,14.337551500450791
40,14.390415818468263,14.546292990604957
41,14.363921647449583,14.375564994157946
42,14.369715428307257,14.26196519640415
43,14.49636205376873,14.207777340668036
44,14.374785944975356,14.461804375287553
45,14.367454402181515,14.567980527400586
46,14.322825118201491,14.503658753429068
47,14.3649885036681,14.38100438056573
48,14.371979016811785,14.58948081594917
49,14.51577967257254,14.436711791283244
50,14.436979131227606,14.219994904430449
51,14.408331743150688,14.269352811183518
52,14.344329949915181,14.458776520723573
53,14.524316818235008,14.50801736656758
54,14.493190706923013,14.441892493211387
55,14.438974703150429,14.618425071234228
56,14.425851349415439,14.36296453573714
57,14.346512853510504,14.57128801951157
58,14.459752649754376,14.46993262286155
59,14.53069973192184,14.552652515541558
60,14.365951420353316,14.490246234366166
61,14.343725348868821,14.443798473156765
62,14.216933055602933,14.549455469067253
63,14.434712180461501,14.44360007915951
64,14.374083155437509,14.220850426444525
65,14.334632726109572,14.394733925748191
66,14.464130461205041,14.316269180092744
67,14.223079598769289,14.333376907609766
68,14.264534042818822,14.426143549317835
69,14.391176311593357,14.354061951415867
70,14.431551981490035,14.369155394967995
71,14.473166914344999,14.467322347364382
72,14.460750479546087,14.426654086916685
73,14.378021378916689,14.688253547868877
74,14.337929681053188,14.716785799413076
75,14.393081107659368,14.357185228620208
76,14.351093942680977,14.416747933862524
77,14.17039300110401,14.405097193825979
78,14.275893295880058,14.531836185692955
79,14.471341065624284,14.256211529679556
80,14.47746192569089,14.429440636811805
81,14.526852799920796,14.428562531495004
82,14.411992597638507,14.470000239909163
83,14.375707796224138,14.292983700476718
84,14.455962879429222,14.245477086060355
85,14.418528778157974,14.400834614954231
86,14.365606087907665,14.31939475351033
87,14.424594855925662,14.531704813405558
88,14.329132560011555,14.263512784774123
89,14.43752037929461,14.362652882455798
90,14.383579248311776,14.270387906993154
91,14.364005217228705,14.423250547005969
92,14.47076978256102,14.52685937140203
93,14.355985943418466,14.468771572255232
94,14.32367832650508,14.227390609362393
95,14.474649561504572,14.283431497360844
96,14.34959431690298,14.314084649861377
97,14.509772137772298,14.314094216868362
98,14.28373253747347,14.311950082624758
99,14.468299331624149,14.418256110668878
