,epoch,batchNum,Train loss,AccPBatch
108,2.0,30.0,-31612818.95691989,0.3828125
109,2.0,31.0,-32138472.607234016,0.40625
110,2.0,32.0,-32676299.905109357,0.4765625
111,2.0,33.0,-33201954.295876898,0.3828125
112,2.0,34.0,-33748216.14980115,0.5
113,2.0,35.0,-34286884.809047304,0.359375
114,2.0,36.0,-34837936.11365943,0.5
115,2.0,37.0,-35391240.80387977,0.4765625
116,2.0,38.0,-35944217.38211342,0.359375
117,2.0,39.0,-36503073.22305647,0.5625
118,2.0,40.0,-37060869.46872856,0.5625
119,2.0,41.0,-37623429.664076485,0.5703125
120,2.0,42.0,-38187515.1258233,0.4921875
121,2.0,43.0,-38779158.265591964,0.59375
122,2.0,44.0,-39355329.45087041,0.578125
123,2.0,45.0,-39938734.254698016,0.515625
124,2.0,46.0,-40526504.06916959,0.5703125
125,2.0,47.0,-41120133.936526634,0.546875
126,2.0,48.0,-41715337.74060321,0.5078125
127,2.0,49.0,-42316289.78670893,0.5078125
128,2.0,50.0,-42931236.45141675,0.5390625
129,2.0,51.0,-43543143.22813206,0.5546875
130,2.0,52.0,-44151777.28765232,0.515625
131,2.0,53.0,-44762075.14991871,0.4921875
132,2.0,54.0,-45388232.31914604,0.5234375
133,2.0,55.0,-46007787.76475088,0.5234375
134,2.0,56.0,-46646779.76569496,0.5625
135,2.0,57.0,-47283863.31744803,0.5234375
136,2.0,58.0,-47938004.09371642,0.609375
137,2.0,59.0,-48573296.697320424,0.5625
138,2.0,60.0,-49219383.704733096,0.546875
139,2.0,61.0,-49861886.94086766,0.4765625
140,2.0,62.0,-50521735.59646012,0.515625
141,2.0,63.0,-51190568.92806402,0.5625
142,2.0,64.0,-51840958.658729516,0.4765625
143,2.0,65.0,-52524913.12929156,0.5546875
144,2.0,66.0,-53202477.49833059,0.578125
145,2.0,67.0,-53878007.87498602,0.5546875
146,2.0,68.0,-54557247.912746556,0.5234375
147,2.0,69.0,-55248982.755325325,0.59375
148,2.0,70.0,-55937368.48592668,0.578125
149,2.0,71.0,-56635453.50017695,0.5625
150,2.0,72.0,-57319590.039255366,0.453125
151,2.0,73.0,-58041048.0639639,0.546875
152,2.0,74.0,-58751644.96696579,0.5703125
153,2.0,75.0,-59462168.16463473,0.5546875
154,2.0,76.0,-60173255.247409694,0.5546875
155,2.0,77.0,-60882525.31434314,0.53125
156,3.0,0.0,-61621742.276827514,0.578125
157,3.0,1.0,-62116376.998037994,0.609375
158,3.0,2.0,-62631915.76074087,0.5859375
159,3.0,3.0,-63145954.0177664,0.5625
160,3.0,4.0,-63667304.03033446,0.5625
161,3.0,5.0,-64179616.028003424,0.515625
162,3.0,6.0,-64720111.92459084,0.5703125
163,3.0,7.0,-65246432.4773301,0.59375
164,3.0,8.0,-65741639.013122275,0.4765625
165,3.0,9.0,-66292457.681737445,0.578125
166,3.0,10.0,-66826853.69164416,0.5859375
167,3.0,11.0,-67330199.25590892,0.4921875
168,3.0,12.0,-67877726.9209,0.5703125
169,3.0,13.0,-68398310.23033664,0.515625
170,3.0,14.0,-68919460.56221327,0.5078125
171,3.0,15.0,-69448362.54504621,0.4921875
172,3.0,16.0,-69998913.15733363,0.53125
173,3.0,17.0,-70562236.18831466,0.6015625
174,3.0,18.0,-71083955.3119463,0.5390625
175,3.0,19.0,-71614510.95139849,0.5
176,3.0,20.0,-72152320.83131531,0.46875
177,3.0,21.0,-72715406.07228813,0.5390625
178,3.0,22.0,-73292748.20774391,0.6484375
179,3.0,23.0,-73808941.24682322,0.5390625
180,3.0,24.0,-74335417.8908846,0.46875
181,3.0,25.0,-74908744.3782542,0.546875
182,3.0,26.0,-75468306.53754944,0.5703125
183,3.0,27.0,-76021917.07206133,0.578125
184,3.0,28.0,-76577101.7286641,0.578125
185,3.0,29.0,-77121523.95724605,0.578125
186,3.0,30.0,-77679346.42323853,0.5078125
187,3.0,31.0,-78239298.74782151,0.515625
188,3.0,32.0,-78799385.09447578,0.5
189,3.0,33.0,-79386770.69761193,0.578125
190,3.0,34.0,-79924653.53596279,0.453125
191,3.0,35.0,-80524979.18975782,0.578125
192,3.0,36.0,-81072467.06439288,0.5
193,3.0,37.0,-81637074.29638289,0.4765625
194,3.0,38.0,-82208473.20098244,0.4765625
195,3.0,39.0,-82777125.0990702,0.46875
196,3.0,40.0,-83359077.81245813,0.578125
197,3.0,41.0,-83952535.77683069,0.578125
198,3.0,42.0,-84528863.7136607,0.515625
199,3.0,43.0,-85109204.04487891,0.5625
200,3.0,44.0,-85695227.74671185,0.546875
201,3.0,45.0,-86264931.78837009,0.5078125
202,3.0,46.0,-86845685.66129728,0.4921875
203,3.0,47.0,-87444697.21929699,0.484375
204,3.0,48.0,-88030804.98899812,0.46875
205,3.0,49.0,-88616671.0591646,0.4609375
206,3.0,50.0,-89213582.87531817,0.5
207,3.0,51.0,-89814982.3054889,0.625
208,3.0,52.0,-90404945.80501965,0.5625
209,3.0,53.0,-91008138.03900975,0.5859375
210,3.0,54.0,-91601882.10703307,0.3359375
211,3.0,55.0,-92203623.93626277,0.546875
212,3.0,56.0,-92793826.16748619,0.46875
213,3.0,57.0,-93405131.47099867,0.453125
214,3.0,58.0,-94007844.51572813,0.4375
215,3.0,59.0,-94610605.59083381,0.453125
216,3.0,60.0,-95207663.41195998,0.4296875
217,3.0,61.0,-95832279.80903295,0.46875
218,3.0,62.0,-96414092.04829976,0.4375
219,3.0,63.0,-97046445.04905348,0.453125
220,3.0,64.0,-97664259.98204714,0.6328125
221,3.0,65.0,-98276315.59916678,0.53125
222,3.0,66.0,-98905214.60988194,0.5078125
223,3.0,67.0,-99517402.44348231,0.5859375
224,3.0,68.0,-100149435.3754272,0.5390625
225,3.0,69.0,-100779734.7484253,0.4921875
226,3.0,70.0,-101410475.22995417,0.5546875
227,3.0,71.0,-102035184.36578497,0.4921875
228,3.0,72.0,-102657174.87597258,0.5546875
229,3.0,73.0,-103297753.16132027,0.53125
230,3.0,74.0,-103934069.26344605,0.609375
231,3.0,75.0,-104561354.96725734,0.5390625
232,3.0,76.0,-105198364.55006918,0.59375
233,3.0,77.0,-105845787.51089887,0.6171875
234,4.0,0.0,-106483308.21021885,0.6015625
235,4.0,1.0,-106931155.93454292,0.578125
236,4.0,2.0,-107381058.00102113,0.546875
237,4.0,3.0,-107838509.45162421,0.578125
238,4.0,4.0,-108300005.85340942,0.6171875
239,4.0,5.0,-108742243.64228235,0.6015625
240,4.0,6.0,-109182114.19497369,0.5234375
241,4.0,7.0,-109651702.96571997,0.59375
242,4.0,8.0,-110066726.46390042,0.4609375
243,4.0,9.0,-110534056.20615833,0.53125
244,4.0,10.0,-110990637.90231994,0.53125
245,4.0,11.0,-111459407.69358744,0.546875
246,4.0,12.0,-111914096.11572252,0.546875
247,4.0,13.0,-112394213.6283522,0.59375
248,4.0,14.0,-112827676.45740566,0.53125
249,4.0,15.0,-113307036.69500212,0.5703125
250,4.0,16.0,-113724462.37412958,0.4765625
251,4.0,17.0,-114212924.92147787,0.5390625
252,4.0,18.0,-114682838.57556523,0.5625
253,4.0,19.0,-115158868.2645515,0.6171875
254,4.0,20.0,-115601255.12147501,0.578125
255,4.0,21.0,-116062612.91945526,0.5625
256,4.0,22.0,-116510185.07293366,0.53125
257,4.0,23.0,-116959082.62132913,0.4921875
258,4.0,24.0,-117457278.77617186,0.5546875
259,4.0,25.0,-117914336.8224838,0.546875
260,4.0,26.0,-118379740.47418006,0.5390625
261,4.0,27.0,-118800767.60423675,0.46875
262,4.0,28.0,-119300295.42519484,0.5234375
263,4.0,29.0,-119755067.2399204,0.5234375
264,4.0,30.0,-120224342.1806008,0.5390625
265,4.0,31.0,-120721066.46064751,0.578125
266,4.0,32.0,-121126789.40799743,0.46875
267,4.0,33.0,-121632873.09443143,0.5546875
268,4.0,34.0,-122115216.11077432,0.5859375
269,4.0,35.0,-122600242.28531592,0.6171875
270,4.0,36.0,-123050490.15825239,0.5625
271,4.0,37.0,-123533715.02162339,0.640625
272,4.0,38.0,-123991843.8121666,0.5859375
273,4.0,39.0,-124475626.20047928,0.5703125
274,4.0,40.0,-124918666.491422,0.5078125
275,4.0,41.0,-125382917.12351577,0.4921875
276,4.0,42.0,-125897259.64192449,0.5625
277,4.0,43.0,-126345854.2387368,0.5234375
278,4.0,44.0,-126850285.75707468,0.578125
279,4.0,45.0,-127293261.81868675,0.515625
280,4.0,46.0,-127780673.33206429,0.578125
281,4.0,47.0,-128243892.24950099,0.6015625
282,4.0,48.0,-128712337.27432323,0.5390625
283,4.0,49.0,-129165268.13996044,0.4921875
284,4.0,50.0,-129640813.77551436,0.53125
285,4.0,51.0,-130148899.83514485,0.5859375
286,4.0,52.0,-130611405.17459036,0.5
287,4.0,53.0,-131081134.62558128,0.4453125
288,4.0,54.0,-131597737.73742722,0.5234375
289,4.0,55.0,-132061830.69412386,0.484375
290,4.0,56.0,-132536415.52131706,0.484375
291,4.0,57.0,-133038009.61076035,0.5
292,4.0,58.0,-133543604.26236981,0.5625
293,4.0,59.0,-134016477.49512751,0.5390625
294,4.0,60.0,-134498361.621831,0.546875
295,4.0,61.0,-135006413.71210372,0.578125
296,4.0,62.0,-135464107.92327026,0.4921875
297,4.0,63.0,-135932067.64546296,0.46875
298,4.0,64.0,-136463179.0641176,0.5625
299,4.0,65.0,-136965514.09203455,0.5859375
300,4.0,66.0,-137440236.79549703,0.5625
301,4.0,67.0,-137896108.93148145,0.4609375
302,4.0,68.0,-138450572.33682802,0.609375
303,4.0,69.0,-138900379.5222185,0.515625
304,4.0,70.0,-139390100.07817125,0.515625
305,4.0,71.0,-139871781.15908635,0.5
306,4.0,72.0,-140403101.68010306,0.59375
307,4.0,73.0,-140881647.330389,0.5390625
308,4.0,74.0,-141346629.86490685,0.484375
309,4.0,75.0,-141847180.40484908,0.5078125
310,4.0,76.0,-142362666.87083456,0.5390625
311,4.0,77.0,-142849924.57309225,0.53125
312,5.0,0.0,-143375707.26082072,0.6640625
313,5.0,1.0,-143687529.34595662,0.515625
314,5.0,2.0,-144035054.11216387,0.5
315,5.0,3.0,-144398345.6037276,0.5
316,5.0,4.0,-144740653.58840105,0.484375
317,5.0,5.0,-145115278.7722337,0.5546875
318,5.0,6.0,-145452883.07617983,0.5
319,5.0,7.0,-145799457.94035122,0.4921875
320,5.0,8.0,-146152653.87538815,0.484375
321,5.0,9.0,-146518809.5728735,0.5703125
322,5.0,10.0,-146856885.2998835,0.578125
323,5.0,11.0,-147192656.8711703,0.5234375
324,5.0,12.0,-147527440.47275946,0.4765625
325,5.0,13.0,-147840128.09174293,0.5390625
326,5.0,14.0,-148204215.03099754,0.5
327,5.0,15.0,-148563109.8320469,0.5703125
328,5.0,16.0,-148915469.97508085,0.4609375
329,5.0,17.0,-149290338.24586543,0.5390625
330,5.0,18.0,-149617623.87284872,0.53125
331,5.0,19.0,-149997729.48928142,0.4921875
332,5.0,20.0,-150361697.4838222,0.4921875
333,5.0,21.0,-150726039.17594472,0.5625
334,5.0,22.0,-151080381.94772828,0.5078125
335,5.0,23.0,-151440624.97749645,0.53125
336,5.0,24.0,-151788423.18549305,0.546875
337,5.0,25.0,-152147550.74451727,0.5625
338,5.0,26.0,-152503682.91679716,0.53125
339,5.0,27.0,-152853735.1563808,0.5625
340,5.0,28.0,-153211709.16906813,0.578125
341,5.0,29.0,-153569741.37600228,0.5625
342,5.0,30.0,-153924408.91816097,0.578125
343,5.0,31.0,-154271944.06685188,0.5625
344,5.0,32.0,-154625428.46846414,0.4921875
345,5.0,33.0,-154987917.19350445,0.6796875
346,5.0,34.0,-155329518.72107178,0.5234375
347,5.0,35.0,-155690285.73934937,0.609375
348,5.0,36.0,-156045060.15316367,0.5546875
349,5.0,37.0,-156399404.2676317,0.578125
350,5.0,38.0,-156762460.05358118,0.5859375
351,5.0,39.0,-157111178.67434028,0.5625
352,5.0,40.0,-157445643.71698028,0.5
353,5.0,41.0,-157826235.44647056,0.5625
354,5.0,42.0,-158150867.21464232,0.46875
355,5.0,43.0,-158544289.01818156,0.5390625
356,5.0,44.0,-158894681.9605604,0.6015625
357,5.0,45.0,-159249512.85282096,0.5703125
358,5.0,46.0,-159609331.58013502,0.4765625
359,5.0,47.0,-159960486.54666963,0.5
360,5.0,48.0,-160333955.15274477,0.5546875
361,5.0,49.0,-160696293.74877012,0.59375
362,5.0,50.0,-161047117.3797501,0.53125
363,5.0,51.0,-161390865.25012162,0.46875
364,5.0,52.0,-161763745.5917958,0.5546875
365,5.0,53.0,-162131358.11633983,0.5859375
366,5.0,54.0,-162472145.50837058,0.484375
367,5.0,55.0,-162834531.69859862,0.4921875
368,5.0,56.0,-163180031.50593773,0.5078125
369,5.0,57.0,-163559641.4544542,0.578125
370,5.0,58.0,-163933031.11182302,0.6015625
371,5.0,59.0,-164274956.28988495,0.5234375
372,5.0,60.0,-164625953.34814465,0.4921875
373,5.0,61.0,-164986507.76465607,0.5234375
374,5.0,62.0,-165357513.7291081,0.625
375,5.0,63.0,-165703580.09335312,0.5078125
376,5.0,64.0,-166073054.0062562,0.546875
377,5.0,65.0,-166428915.6209304,0.5625
378,5.0,66.0,-166747400.1164963,0.4921875
379,5.0,67.0,-167121671.78986308,0.5859375
380,5.0,68.0,-167453782.088175,0.546875
381,5.0,69.0,-167835930.77505565,0.640625
382,5.0,70.0,-168157378.2205222,0.59375
383,5.0,71.0,-168513118.1382839,0.6015625
384,5.0,72.0,-168864963.18501607,0.53125
385,5.0,73.0,-169242607.22338578,0.5859375
386,5.0,74.0,-169605406.8173068,0.515625
387,5.0,75.0,-169974189.24085227,0.5234375
388,5.0,76.0,-170333562.81062916,0.546875
389,5.0,77.0,-170744531.71113917,0.5390625
390,6.0,0.0,-171105934.7697594,0.484375
391,6.0,1.0,-171334647.8391251,0.4296875
392,6.0,2.0,-171673954.60977256,0.640625
393,6.0,3.0,-171895615.86991334,0.546875
394,6.0,4.0,-172174373.37077975,0.578125
395,6.0,5.0,-172439713.4015625,0.5546875
396,6.0,6.0,-172691297.77001515,0.5078125
397,6.0,7.0,-172955562.76698777,0.5390625
398,6.0,8.0,-173220917.67235175,0.5859375
399,6.0,9.0,-173471444.84335393,0.5390625
400,6.0,10.0,-173734877.56007946,0.640625
401,6.0,11.0,-173957560.57453567,0.5
402,6.0,12.0,-174252750.5862196,0.6171875
403,6.0,13.0,-174440396.04063353,0.46875
404,6.0,14.0,-174719405.55970213,0.53125
405,6.0,15.0,-174981400.2577586,0.515625
406,6.0,16.0,-175249522.50477168,0.5546875
407,6.0,17.0,-175507471.50176528,0.5703125
408,6.0,18.0,-175744584.43433696,0.53125
409,6.0,19.0,-175999148.424185,0.5078125
410,6.0,20.0,-176226983.08072662,0.4609375
411,6.0,21.0,-176481321.04503208,0.4453125
412,6.0,22.0,-176787161.959874,0.5390625
413,6.0,23.0,-177028597.04013667,0.546875
414,6.0,24.0,-177295327.64107004,0.5390625
415,6.0,25.0,-177577247.2829566,0.6328125
416,6.0,26.0,-177818745.60309324,0.5625
417,6.0,27.0,-178087170.71595034,0.5625
418,6.0,28.0,-178353754.05827093,0.609375
419,6.0,29.0,-178607260.8521662,0.578125
420,6.0,30.0,-178858888.2820236,0.5625
421,6.0,31.0,-179096077.7147617,0.5078125
422,6.0,32.0,-179356682.01166755,0.5234375
423,6.0,33.0,-179627021.27130616,0.5390625
424,6.0,34.0,-179882978.68479636,0.5703125
425,6.0,35.0,-180149544.81374156,0.578125
426,6.0,36.0,-180412957.3495699,0.6015625
427,6.0,37.0,-180631669.38021138,0.46875
428,6.0,38.0,-180893728.9030937,0.53125
429,6.0,39.0,-181205596.93067068,0.671875
430,6.0,40.0,-181406916.71678826,0.5
431,6.0,41.0,-181673707.19288036,0.53125
432,6.0,42.0,-181946475.4818775,0.5546875
433,6.0,43.0,-182172812.25340667,0.484375
434,6.0,44.0,-182457449.87654,0.5390625
435,6.0,45.0,-182716503.59307194,0.5546875
436,6.0,46.0,-182967362.92637393,0.5234375
437,6.0,47.0,-183234052.45934358,0.5546875
438,6.0,48.0,-183477583.2267188,0.515625
439,6.0,49.0,-183743286.73332983,0.53125
440,6.0,50.0,-183992635.40257925,0.53125
441,6.0,51.0,-184247151.38735533,0.5078125
442,6.0,52.0,-184481080.64669183,0.4296875
443,6.0,53.0,-184800325.16051263,0.609375
444,6.0,54.0,-185032628.7646611,0.546875
445,6.0,55.0,-185257671.23132566,0.46875
446,6.0,56.0,-185532739.2003738,0.5703125
447,6.0,57.0,-185808848.8977684,0.5703125
448,6.0,58.0,-185994297.7641244,0.4921875
449,6.0,59.0,-186296241.65527034,0.5546875
450,6.0,60.0,-186546492.78366658,0.5390625
451,6.0,61.0,-186797382.65652832,0.546875
452,6.0,62.0,-187094615.72112313,0.6015625
453,6.0,63.0,-187364651.70032415,0.609375
454,6.0,64.0,-187586335.85382324,0.5546875
455,6.0,65.0,-187857425.93210864,0.5546875
456,6.0,66.0,-188098223.3431303,0.5546875
457,6.0,67.0,-188334350.85230646,0.5703125
458,6.0,68.0,-188626364.76422516,0.59375
459,6.0,69.0,-188886503.91507578,0.53125
460,6.0,70.0,-189114396.77068436,0.3984375
461,6.0,71.0,-189422912.48658982,0.578125
462,6.0,72.0,-189655246.38729623,0.5
463,6.0,73.0,-189935718.36663923,0.59375
464,6.0,74.0,-190154187.6811965,0.4609375
465,6.0,75.0,-190430630.09065595,0.5703125
466,6.0,76.0,-190724913.2074799,0.5546875
467,6.0,77.0,-190967346.39810544,0.5546875
468,7.0,0.0,-191229673.6876245,0.5390625
469,7.0,1.0,-191414037.02921999,0.546875
470,7.0,2.0,-191621113.69536805,0.59375
471,7.0,3.0,-191755570.68117562,0.484375
472,7.0,4.0,-191938550.89651302,0.4921875
473,7.0,5.0,-192103730.861373,0.4609375
474,7.0,6.0,-192291826.96352902,0.421875
475,7.0,7.0,-192544245.01131117,0.6171875
476,7.0,8.0,-192713284.92286763,0.5390625
477,7.0,9.0,-192862869.50934327,0.4609375
478,7.0,10.0,-193078881.07810032,0.59375
479,7.0,11.0,-193272336.89482957,0.609375
480,7.0,12.0,-193420853.5758763,0.515625
481,7.0,13.0,-193601806.7630662,0.5
482,7.0,14.0,-193758753.61932305,0.4296875
483,7.0,15.0,-193988463.27012977,0.5859375
484,7.0,16.0,-194146356.33807623,0.5546875
485,7.0,17.0,-194357359.90083173,0.59375
486,7.0,18.0,-194529297.6641813,0.53125
487,7.0,19.0,-194709452.21005523,0.5390625
488,7.0,20.0,-194882390.88891044,0.515625
489,7.0,21.0,-195074813.58231676,0.5625
490,7.0,22.0,-195247330.25151035,0.53125
491,7.0,23.0,-195440817.74996224,0.5546875
492,7.0,24.0,-195630449.04369682,0.5859375
493,7.0,25.0,-195796730.34352064,0.515625
494,7.0,26.0,-195978054.3703745,0.5234375
495,7.0,27.0,-196175834.7260737,0.5625
496,7.0,28.0,-196365724.46759313,0.59375
497,7.0,29.0,-196534478.0174823,0.5546875
498,7.0,30.0,-196707319.21108142,0.5078125
499,7.0,31.0,-196917199.56440172,0.609375
500,7.0,32.0,-197118914.4010928,0.6796875
501,7.0,33.0,-197292523.24417782,0.6640625
502,7.0,34.0,-197425428.04513,0.5
503,7.0,35.0,-197592462.88004816,0.4453125
504,7.0,36.0,-197815237.84281245,0.6171875
505,7.0,37.0,-197955981.87056828,0.46875
506,7.0,38.0,-198168695.22130528,0.6015625
507,7.0,39.0,-198322284.62921345,0.5234375
508,7.0,40.0,-198518579.27062735,0.53125
509,7.0,41.0,-198730768.23502526,0.6328125
510,7.0,42.0,-198905647.3160859,0.609375
511,7.0,43.0,-199086763.98032916,0.6015625
512,7.0,44.0,-199236033.37601408,0.5546875
513,7.0,45.0,-199408967.35780498,0.515625
514,7.0,46.0,-199578919.54905772,0.5
515,7.0,47.0,-199789489.648147,0.5546875
516,7.0,48.0,-199964815.48506767,0.515625
517,7.0,49.0,-200127328.23050454,0.5390625
518,7.0,50.0,-200297875.9109875,0.4765625
519,7.0,51.0,-200537961.81429705,0.5859375
520,7.0,52.0,-200656364.48719114,0.4921875
521,7.0,53.0,-200928723.1899023,0.6640625
522,7.0,54.0,-201081182.32443136,0.59375
523,7.0,55.0,-201246768.58148676,0.5390625
524,7.0,56.0,-201410463.1117117,0.5
525,7.0,57.0,-201607419.77779278,0.5859375
526,7.0,58.0,-201780004.755304,0.5078125
527,7.0,59.0,-201965543.04206085,0.515625
528,7.0,60.0,-202137692.84127668,0.5390625
529,7.0,61.0,-202306352.69176733,0.4921875
530,7.0,62.0,-202523289.65327895,0.5859375
531,7.0,63.0,-202680542.31241044,0.53125
532,7.0,64.0,-202860943.57906127,0.4765625
533,7.0,65.0,-203077826.44791776,0.546875
534,7.0,66.0,-203201519.25534534,0.4609375
535,7.0,67.0,-203436065.87185982,0.578125
536,7.0,68.0,-203593811.51339152,0.5234375
537,7.0,69.0,-203808828.44782612,0.6015625
538,7.0,70.0,-203998877.13200882,0.59375
539,7.0,71.0,-204159674.953493,0.5390625
540,7.0,72.0,-204358944.955965,0.5703125
541,7.0,73.0,-204512096.0572648,0.4765625
542,7.0,74.0,-204725503.17505074,0.578125
543,7.0,75.0,-204870308.01980868,0.5234375
544,7.0,76.0,-205067104.90832925,0.5234375
545,7.0,77.0,-205200619.27922392,0.3984375
546,8.0,0.0,-205452123.67547593,0.5546875
547,8.0,1.0,-205539239.5207937,0.46875
548,8.0,2.0,-205677616.44271874,0.4921875
549,8.0,3.0,-205827712.95242512,0.5625
550,8.0,4.0,-205955969.90905514,0.5625
551,8.0,5.0,-206091071.1159709,0.5859375
552,8.0,6.0,-206190156.0889417,0.5
553,8.0,7.0,-206332039.18186665,0.546875
554,8.0,8.0,-206471528.96737558,0.5390625
555,8.0,9.0,-206583194.72742414,0.546875
556,8.0,10.0,-206690187.32964823,0.46875
557,8.0,11.0,-206824117.36212122,0.46875
558,8.0,12.0,-206978150.22058862,0.5703125
559,8.0,13.0,-207110939.8930652,0.5703125
560,8.0,14.0,-207243429.15826935,0.578125
561,8.0,15.0,-207373576.3058396,0.5703125
562,8.0,16.0,-207444187.56437498,0.4453125
563,8.0,17.0,-207605761.17554146,0.53125
564,8.0,18.0,-207722900.44709638,0.4921875
565,8.0,19.0,-207888804.75969568,0.5859375
566,8.0,20.0,-208005008.34942243,0.5546875
567,8.0,21.0,-208116438.62607238,0.515625
568,8.0,22.0,-208263248.0889498,0.5546875
569,8.0,23.0,-208370894.95097086,0.515625
570,8.0,24.0,-208502901.50578296,0.515625
