,lr,loss
0,-8.0,120.50034013025552
1,-7.883116883116883,126.52217114985547
2,-7.766233766233766,126.24687556134293
3,-7.649350649350649,127.28911439685021
4,-7.532467532467533,127.8901051368025
5,-7.415584415584416,127.66552941902688
6,-7.298701298701299,127.40509496441334
7,-7.181818181818182,126.552972673843
8,-7.064935064935065,126.57732978944027
9,-6.948051948051948,127.11580465877275
10,-6.8311688311688314,126.28223545558842
11,-6.714285714285714,126.14110904779581
12,-6.597402597402597,126.62171167490523
13,-6.48051948051948,126.98022416682059
14,-6.363636363636363,127.24145461942338
15,-6.246753246753246,127.16996805362741
16,-6.12987012987013,126.80128216202768
17,-6.012987012987013,126.99513113017034
18,-5.896103896103896,126.86757524038138
19,-5.779220779220779,126.38009908091212
20,-5.662337662337662,126.31803687628917
21,-5.545454545454545,126.15642794100873
22,-5.428571428571428,126.15884084599372
23,-5.311688311688312,126.26525306909762
24,-5.194805194805195,126.32549986515939
25,-5.077922077922078,126.33670641387265
26,-4.961038961038961,125.95654160808634
27,-4.844155844155844,126.02730519925241
28,-4.727272727272727,126.0541541614074
29,-4.6103896103896105,126.00655917017224
30,-4.4935064935064934,125.94174845920145
31,-4.376623376623376,126.3243368316188
32,-4.259740259740259,126.17460560253136
33,-4.142857142857142,126.09938320294503
34,-4.025974025974025,126.24165667599374
35,-3.9090909090909087,126.16001917935364
36,-3.7922077922077917,126.04197921890515
37,-3.6753246753246747,126.11641915830357
38,-3.558441558441558,126.30475953046924
39,-3.441558441558441,126.28992652325
40,-3.324675324675324,126.53811754931303
41,-3.2077922077922074,126.45659886893355
42,-3.0909090909090904,126.41870106340433
43,-2.9740259740259734,126.3531496705095
44,-2.8571428571428568,126.50001572413073
45,-2.7402597402597397,126.39750926501628
46,-2.6233766233766227,126.35187629265343
47,-2.506493506493506,126.29082539723096
48,-2.389610389610389,126.26846206215738
49,-2.272727272727272,126.00766761879346
50,-2.1558441558441555,125.70206189319066
51,-2.0389610389610384,125.5578177145686
52,-1.9220779220779214,125.27724168604146
53,-1.8051948051948046,124.84856284601932
54,-1.6883116883116878,124.08638446726654
55,-1.5714285714285707,123.29444947398177
56,-1.454545454545454,122.42044079603194
57,-1.337662337662337,121.00900188622244
58,-1.22077922077922,119.25776940646097
59,-1.1038961038961033,117.01118819542677
60,-0.9870129870129863,114.88538802242529
61,-0.8701298701298694,112.6224796692452
62,-0.7532467532467526,110.80406541456132
63,-0.6363636363636357,108.57707797275903
64,-0.5194805194805188,106.82253122521317
65,-0.40259740259740184,105.34814914858036
66,-0.285714285714285,104.03274831805055
67,-0.16883116883116808,105.34882345209724
68,-0.05194805194805122,104.21999581094266
69,0.06493506493506564,105.5354068805814
70,0.18181818181818254,107.12894638514175
71,0.29870129870129947,107.66060366161663
72,0.4155844155844164,108.24845951379854
73,0.5324675324675333,108.12116200215752
74,0.6493506493506502,110.87607871828759
75,0.7662337662337672,111.37922392798696
76,0.8831168831168841,111.38927728478706
77,1.0000000000000009,111.13919395139219
