,epoch,batchNum,Train Loss,Train_loss
0,1.0,0.0,,132.10625818915753
1,1.0,1.0,,123.02334691457617
2,1.0,2.0,,116.67100438798424
3,1.0,3.0,,97.75542983724715
4,1.0,4.0,,77.3400769444219
5,1.0,5.0,,60.384639481259555
6,1.0,6.0,,40.66438476654578
7,1.0,7.0,,36.38472769367094
8,1.0,8.0,,53.22272773497346
9,1.0,9.0,,46.72048818926464
10,1.0,10.0,,33.42670312258461
11,1.0,11.0,,31.166633459703725
12,1.0,12.0,,32.01959661296731
13,1.0,13.0,,34.16900341458603
14,1.0,14.0,,33.744810869831845
15,1.0,15.0,,30.052281769312543
16,1.0,16.0,,29.38618517216646
17,1.0,17.0,,33.07318683503884
18,1.0,18.0,,34.230030462752026
19,1.0,19.0,,36.32280495608381
20,1.0,20.0,,30.173627685848658
21,1.0,21.0,,34.714850646960926
22,1.0,22.0,,35.194869973313594
23,1.0,23.0,,29.17855543530272
24,1.0,24.0,,28.44782019905356
25,1.0,25.0,,31.81464044403571
26,1.0,26.0,,30.12342804054795
27,1.0,27.0,,29.131674553819952
28,1.0,28.0,,34.66040095156282
29,1.0,29.0,,27.54709719725057
30,1.0,30.0,,28.318614938550162
31,1.0,31.0,,28.265399676588068
32,1.0,32.0,,28.45240342650904
33,1.0,33.0,,27.209634265127917
34,1.0,34.0,,29.099674083821007
35,1.0,35.0,,28.037870982980532
36,1.0,36.0,,25.400338958502658
37,1.0,37.0,,27.68831710502417
38,1.0,38.0,,26.66075990214386
39,1.0,39.0,,25.367702352080983
40,1.0,40.0,,30.485234746293347
41,1.0,41.0,,25.51639611785665
42,1.0,42.0,,28.823438853879452
43,1.0,43.0,,27.39542532134184
44,1.0,44.0,,28.500095103646693
45,1.0,45.0,,26.79870990245331
46,1.0,46.0,,30.13754510186153
47,1.0,47.0,,28.02831420045457
48,1.0,48.0,,24.54308982545241
49,1.0,49.0,,27.059291883895604
50,1.0,50.0,,25.724762853996616
51,1.0,51.0,,28.812276960155305
52,1.0,52.0,,27.00963686947148
53,1.0,53.0,,27.92031845283029
54,1.0,54.0,,25.772906500072548
55,1.0,55.0,,26.866255272775895
56,1.0,56.0,,29.498213064039863
57,1.0,57.0,,28.24937943547057
58,1.0,58.0,,28.34737885305651
59,1.0,59.0,,29.012210665916356
60,1.0,60.0,,27.420393644776713
61,1.0,61.0,,28.520606783707198
62,1.0,62.0,,27.148960920079187
63,1.0,63.0,,24.91187454463162
64,1.0,64.0,,31.89841506341633
65,1.0,65.0,,32.45759286624488
66,1.0,66.0,,26.340482853119276
67,1.0,67.0,,28.912722576326935
68,1.0,68.0,,25.8968860705251
69,1.0,69.0,,27.76571644842614
70,1.0,70.0,,25.781967172428075
71,1.0,71.0,,27.149286960613853
72,1.0,72.0,,27.230273357312427
73,1.0,73.0,,26.83095638509409
74,1.0,74.0,,23.77522447618788
75,1.0,75.0,,26.225859421103465
76,1.0,76.0,,25.79457436410072
77,1.0,77.0,,24.856195873146113
78,2.0,0.0,,26.360929569699135
79,2.0,1.0,,26.4480127271458
80,2.0,2.0,,27.59707798000531
81,2.0,3.0,,25.721308381475
82,2.0,4.0,,25.29772717454484
83,2.0,5.0,,23.736050806300774
84,2.0,6.0,,26.329200627527584
85,2.0,7.0,,27.00927249457242
86,2.0,8.0,,24.033464829329837
87,2.0,9.0,,25.73047959884839
88,2.0,10.0,,24.18107801255381
89,2.0,11.0,,24.525504238593413
90,2.0,12.0,,30.0440480206534
91,2.0,13.0,,23.64930608206052
92,2.0,14.0,,24.6149828064432
93,2.0,15.0,,25.75451661330942
94,2.0,16.0,,26.785918788752248
95,2.0,17.0,,25.334269139682462
96,2.0,18.0,,25.84025247970027
97,2.0,19.0,,25.276333902724787
98,2.0,20.0,,21.888177400835975
99,2.0,21.0,,21.58207053973331
100,2.0,22.0,,24.424632163558194
101,2.0,23.0,,28.34498124904215
102,2.0,24.0,,24.33013784050948
103,2.0,25.0,,23.957864961158812
104,2.0,26.0,,25.45490165994199
105,2.0,27.0,,20.649210871468902
106,2.0,28.0,,25.69077595502217
107,2.0,29.0,,25.94179860323191
108,2.0,30.0,,24.895561302571046
109,2.0,31.0,,25.089242707833385
110,2.0,32.0,,25.660288574382655
111,2.0,33.0,,25.66090190017894
112,2.0,34.0,,24.35293706077975
113,2.0,35.0,,24.13188516547053
114,2.0,36.0,,20.89080353706712
115,2.0,37.0,,22.82034118113042
116,2.0,38.0,,24.19669087129479
117,2.0,39.0,,24.086490254007217
118,2.0,40.0,,25.344343351826552
119,2.0,41.0,,23.027488515358428
120,2.0,42.0,,23.665277485033876
121,2.0,43.0,,26.402941751212285
122,2.0,44.0,,26.70595828022839
123,2.0,45.0,,22.932492995249326
124,2.0,46.0,,24.697670600724177
125,2.0,47.0,,24.243302967660178
126,2.0,48.0,,23.38500357001474
127,2.0,49.0,,25.265107714006536
128,2.0,50.0,,25.402555579658195
129,2.0,51.0,,24.46635377130572
130,2.0,52.0,,27.914636466558676
131,2.0,53.0,,25.650305882460394
132,2.0,54.0,,29.17511058333436
133,2.0,55.0,,25.906775223308394
134,2.0,56.0,,23.95673160476094
135,2.0,57.0,,26.669275150068085
136,2.0,58.0,,18.835261728795874
137,2.0,59.0,,26.750952710631676
138,2.0,60.0,,23.674923466290153
139,2.0,61.0,,26.696125367055682
140,2.0,62.0,,21.832001607487246
141,2.0,63.0,,24.369105361456082
142,2.0,64.0,,20.32222432417219
143,2.0,65.0,,26.315147650103178
144,2.0,66.0,,27.667872002752738
145,2.0,67.0,,22.95134422461311
146,2.0,68.0,,20.6948596460009
147,2.0,69.0,,23.002554433755407
148,2.0,70.0,,21.946669437773934
149,2.0,71.0,,27.186630879404923
150,2.0,72.0,,22.7014580888308
151,2.0,73.0,,24.356832809933874
152,2.0,74.0,,25.216903639272807
153,2.0,75.0,,25.979294495339854
154,2.0,76.0,,23.562947537170658
155,2.0,77.0,,23.458007736441168
156,3.0,0.0,,22.455057358443625
157,3.0,1.0,,22.62130100521997
158,3.0,2.0,,20.050280620579183
159,3.0,3.0,,21.96533253394236
160,3.0,4.0,,25.744141868999733
161,3.0,5.0,,22.791062818660343
162,3.0,6.0,,25.276407798473485
163,3.0,7.0,,20.106761241476192
164,3.0,8.0,,24.58615923952961
165,3.0,9.0,,22.16182845623726
166,3.0,10.0,,23.470320803249365
167,3.0,11.0,,21.670932448486518
168,3.0,12.0,,19.03509527401441
169,3.0,13.0,,22.62786410315068
170,3.0,14.0,,22.492558117652628
171,3.0,15.0,,21.263845482319894
172,3.0,16.0,,21.170515959528856
173,3.0,17.0,,19.72522059742593
174,3.0,18.0,,21.148434898324556
175,3.0,19.0,,20.986803972791158
176,3.0,20.0,,19.9621949519216
177,3.0,21.0,,20.250510317939156
178,3.0,22.0,,20.858079763011094
179,3.0,23.0,,22.163314714197295
180,3.0,24.0,,21.261922517376213
181,3.0,25.0,,17.577469946243383
182,3.0,26.0,,24.448772776455677
183,3.0,27.0,,22.563814069191736
184,3.0,28.0,,18.349752785699003
185,3.0,29.0,,24.099926008144568
186,3.0,30.0,,20.49475425606238
187,3.0,31.0,,20.195304988190387
188,3.0,32.0,,16.65145302477555
189,3.0,33.0,,17.01052742256809
190,3.0,34.0,,18.909593307592065
191,3.0,35.0,,21.102226794467505
192,3.0,36.0,,22.605474405787447
193,3.0,37.0,,18.48895737943266
194,3.0,38.0,,19.392845755412914
195,3.0,39.0,,20.827401682964084
196,3.0,40.0,,17.672922388480956
197,3.0,41.0,,18.288016851486695
198,3.0,42.0,,21.36628657849554
199,3.0,43.0,,24.710806785284433
200,3.0,44.0,,19.213535328353338
201,3.0,45.0,,19.187781619201374
202,3.0,46.0,,17.92145141371744
203,3.0,47.0,,19.45277562536302
204,3.0,48.0,,20.3722588088151
205,3.0,49.0,,20.651186738245656
206,3.0,50.0,,19.596360431273666
207,3.0,51.0,,21.731195616692318
208,3.0,52.0,,20.408853670186108
209,3.0,53.0,,17.26585644360125
210,3.0,54.0,,18.518393385396717
211,3.0,55.0,,17.471677543713522
212,3.0,56.0,,19.675513558104093
213,3.0,57.0,,19.561029253070895
214,3.0,58.0,,17.852042019623468
215,3.0,59.0,,17.603060009134868
216,3.0,60.0,,20.62043938986418
217,3.0,61.0,,18.330323001746056
218,3.0,62.0,,19.470653684945496
219,3.0,63.0,,22.97684342334858
220,3.0,64.0,,15.978282593579873
221,3.0,65.0,,19.996413307722744
222,3.0,66.0,,21.947590057315274
223,3.0,67.0,,15.845411131493595
224,3.0,68.0,,18.007977214002963
225,3.0,69.0,,20.64443588503202
226,3.0,70.0,,22.306543607541272
227,3.0,71.0,,19.285370180085856
228,3.0,72.0,,18.673305712630057
229,3.0,73.0,,18.47695636433246
230,3.0,74.0,,21.00908250352387
231,3.0,75.0,,20.79052372175442
232,3.0,76.0,,19.27725984604473
233,3.0,77.0,,22.635678158466128
234,4.0,0.0,,21.109807716599267
235,4.0,1.0,,19.07539178998508
236,4.0,2.0,,18.086014891599383
237,4.0,3.0,,19.59948243506789
238,4.0,4.0,,20.18333036891186
239,4.0,5.0,,16.03915272879452
240,4.0,6.0,,18.51901724017534
241,4.0,7.0,,18.19760930273209
242,4.0,8.0,,18.085809848595247
243,4.0,9.0,,18.73812576305923
244,4.0,10.0,,21.965969918620974
245,4.0,11.0,,20.598667611208185
246,4.0,12.0,,18.844928075695336
247,4.0,13.0,,15.544723655322302
248,4.0,14.0,,17.123394911089935
249,4.0,15.0,,19.701688254497085
250,4.0,16.0,,19.186462212767843
251,4.0,17.0,,20.711742174567767
252,4.0,18.0,,18.011798494612044
253,4.0,19.0,,16.22876697174285
254,4.0,20.0,,22.320327863830315
255,4.0,21.0,,21.937393782897274
256,4.0,22.0,,16.092905386336405
257,4.0,23.0,,18.623533211066864
