,lr,loss
0,-8.0,121.12987388927672
1,-7.883116883116883,127.14940479283426
2,-7.766233766233766,126.87294233024762
3,-7.649350649350649,127.9141136130445
4,-7.532467532467533,128.51437926119877
5,-7.415584415584416,128.2904712938583
6,-7.298701298701299,128.03012033316725
7,-7.181818181818182,127.17809830123045
8,-7.064935064935065,127.20312718161584
9,-6.948051948051948,127.7417976897358
10,-6.8311688311688314,126.90790983318892
11,-6.714285714285714,126.7661170848886
12,-6.597402597402597,127.2468509384829
13,-6.48051948051948,127.60568655913426
14,-6.363636363636363,127.86697090856791
15,-6.246753246753246,127.79556706341656
16,-6.12987012987013,127.42700936890746
17,-6.012987012987013,127.62095929252031
18,-5.896103896103896,127.49346533740515
19,-5.779220779220779,127.00588962284209
20,-5.662337662337662,126.94383019249523
21,-5.545454545454545,126.78255436568334
22,-5.428571428571428,126.78476675395639
23,-5.311688311688312,126.89104798701536
24,-5.194805194805195,126.95175824954377
25,-5.077922077922078,126.9630119427241
26,-4.961038961038961,126.58272482092339
27,-4.844155844155844,126.65348355531972
28,-4.727272727272727,126.68042809996103
29,-4.6103896103896105,126.63228973270007
30,-4.4935064935064934,126.56711028560991
31,-4.376623376623376,126.94946190194614
32,-4.259740259740259,126.79975368538724
33,-4.142857142857142,126.72403035651037
34,-4.025974025974025,126.86614712630951
35,-3.9090909090909087,126.78457165644895
36,-3.7922077922077917,126.66636693316244
37,-3.6753246753246747,126.74063045787258
38,-3.558441558441558,126.92860195227694
39,-3.441558441558441,126.91324268923849
40,-3.324675324675324,127.16106972146783
41,-3.2077922077922074,127.07879117477452
42,-3.0909090909090904,127.04018394632256
43,-2.9740259740259734,126.97347068375396
44,-2.8571428571428568,127.11933428472378
45,-2.7402597402597397,127.01559570245611
46,-2.6233766233766227,126.96835262026038
47,-2.506493506493506,126.90562399139482
48,-2.389610389610389,126.8815414600246
49,-2.272727272727272,126.61866931761148
50,-2.1558441558441555,126.31027038260736
51,-2.0389610389610384,126.16290741916829
52,-1.9220779220779214,125.87899839624252
53,-1.8051948051948046,125.44599373614116
54,-1.6883116883116878,124.67781775285648
55,-1.5714285714285707,123.87502023795685
56,-1.454545454545454,122.98895985224341
57,-1.337662337662337,121.55624347900242
58,-1.22077922077922,119.76074924485376
59,-1.1038961038961033,117.48533068254022
60,-0.9870129870129863,115.36826149056681
61,-0.8701298701298694,113.03940257561607
62,-0.7532467532467526,110.96743655061758
63,-0.6363636363636357,109.14284505129164
64,-0.5194805194805188,107.60023329094061
65,-0.40259740259740184,105.84455753929517
66,-0.285714285714285,104.63242575819675
67,-0.16883116883116808,104.09861716004374
68,-0.05194805194805122,105.24269986943847
69,0.06493506493506564,104.65561474113485
70,0.18181818181818254,105.23423688680506
71,0.29870129870129947,106.93964703464383
72,0.4155844155844164,107.29935610615681
73,0.5324675324675333,106.83050266963285
74,0.6493506493506502,107.41836870597699
75,0.7662337662337672,107.93360247854763
76,0.8831168831168841,107.95818150821795
77,1.0000000000000009,106.96155490876482
