,epoch,batchNum,Train Loss,Train_loss
0,1.0,0.0,,131.65036428630887
1,1.0,1.0,,4178.69761682707
2,1.0,2.0,,351.7068024028043
3,1.0,3.0,,169.4396176198163
4,1.0,4.0,,201.20445989106486
5,1.0,5.0,,142.81227781666541
6,1.0,6.0,,290.4413274724494
7,1.0,7.0,,134.5527953657779
8,1.0,8.0,,122.43417839833384
9,1.0,9.0,,79.24880064547877
10,1.0,10.0,,134.13156371080862
11,1.0,11.0,,161.88668823145989
12,1.0,12.0,,117.55616718430832
13,1.0,13.0,,108.7342498598182
14,1.0,14.0,,62.60049857347654
15,1.0,15.0,,69.79844687674697
16,1.0,16.0,,54.10058463426535
17,1.0,17.0,,70.81776639690973
18,1.0,18.0,,50.357606853271584
19,1.0,19.0,,46.397417508998615
20,1.0,20.0,,61.544418546507984
21,1.0,21.0,,35.795433325653775
22,1.0,22.0,,55.51567932431283
23,1.0,23.0,,34.81196542392327
24,1.0,24.0,,44.51614884237725
25,1.0,25.0,,56.269649573410206
26,1.0,26.0,,33.3287755947507
27,1.0,27.0,,48.29655277976258
28,1.0,28.0,,41.493023305075155
29,1.0,29.0,,38.586356336641025
30,1.0,30.0,,40.71347472492768
31,1.0,31.0,,33.4617564995898
32,1.0,32.0,,37.9207743946709
33,1.0,33.0,,35.51608043682427
34,1.0,34.0,,35.38292162845103
35,1.0,35.0,,35.24585799432955
36,1.0,36.0,,34.504227780870295
37,1.0,37.0,,37.07174022017074
38,1.0,38.0,,40.80839282082873
39,1.0,39.0,,32.63289944057624
40,1.0,40.0,,37.717615531622116
41,1.0,41.0,,32.54526953469889
42,1.0,42.0,,41.596129336226866
43,1.0,43.0,,29.666816491354133
44,1.0,44.0,,33.211714008496195
45,1.0,45.0,,35.14393484292423
46,1.0,46.0,,28.314308937015547
47,1.0,47.0,,32.13075087816624
48,1.0,48.0,,38.868243821351655
49,1.0,49.0,,29.42077896815738
50,1.0,50.0,,38.616474165326736
51,1.0,51.0,,33.80182902313287
52,1.0,52.0,,34.35769228605391
53,1.0,53.0,,28.77521944621784
54,1.0,54.0,,31.86945293435477
55,1.0,55.0,,31.851366004396617
56,1.0,56.0,,33.06636851468045
57,1.0,57.0,,34.0303564486492
58,1.0,58.0,,33.449220877203224
59,1.0,59.0,,36.93274109696924
60,1.0,60.0,,31.622892573854283
61,1.0,61.0,,32.3102377337579
62,1.0,62.0,,35.67503891723008
63,1.0,63.0,,29.918280222501174
64,1.0,64.0,,34.56104404621152
65,1.0,65.0,,31.007849441134404
66,1.0,66.0,,31.495066589631534
67,1.0,67.0,,32.884640109080806
68,1.0,68.0,,30.215052998766296
69,1.0,69.0,,33.207678785177634
70,1.0,70.0,,35.57170856856095
71,1.0,71.0,,28.764005481396318
72,1.0,72.0,,34.641060966420305
73,1.0,73.0,,31.429482736215945
74,1.0,74.0,,31.021976921536098
75,1.0,75.0,,32.23886637972566
76,1.0,76.0,,33.98045151398554
77,1.0,77.0,,33.71592428068128
78,2.0,0.0,,33.18022261557212
79,2.0,1.0,,33.49142105332778
80,2.0,2.0,,32.65214309955483
81,2.0,3.0,,33.44021183400329
82,2.0,4.0,,29.284810084753985
83,2.0,5.0,,32.8121218000548
84,2.0,6.0,,35.85054395563587
85,2.0,7.0,,28.21655100144723
86,2.0,8.0,,30.89174304444974
87,2.0,9.0,,28.37029186895348
88,2.0,10.0,,32.96912977748427
89,2.0,11.0,,32.7081047100384
90,2.0,12.0,,33.40301233876494
91,2.0,13.0,,32.738846733712705
92,2.0,14.0,,31.59286600374922
93,2.0,15.0,,32.95458754695103
94,2.0,16.0,,27.7866911782992
95,2.0,17.0,,31.43306925196672
96,2.0,18.0,,34.883986890145835
97,2.0,19.0,,32.29602725487348
98,2.0,20.0,,32.355456687513744
99,2.0,21.0,,29.02501790682151
100,2.0,22.0,,29.49903189696339
101,2.0,23.0,,29.842655028339344
102,2.0,24.0,,35.3054017392128
103,2.0,25.0,,31.14237002194583
104,2.0,26.0,,28.913020208604582
105,2.0,27.0,,32.18229237788262
106,2.0,28.0,,31.13837057961672
107,2.0,29.0,,35.41554683595751
108,2.0,30.0,,33.824859916856525
109,2.0,31.0,,29.835771300504724
110,2.0,32.0,,36.61458548053279
111,2.0,33.0,,29.017716575774955
112,2.0,34.0,,30.588403024725892
113,2.0,35.0,,33.876079784351504
114,2.0,36.0,,35.670289985588354
115,2.0,37.0,,32.25229068018474
116,2.0,38.0,,29.400997779917475
117,2.0,39.0,,29.550221128443383
118,2.0,40.0,,29.629145353246045
119,2.0,41.0,,29.80101755561781
120,2.0,42.0,,36.28413743444672
121,2.0,43.0,,29.503196968729124
122,2.0,44.0,,31.699482008069634
123,2.0,45.0,,30.437754314360177
124,2.0,46.0,,37.343378479779986
125,2.0,47.0,,28.02089954460289
126,2.0,48.0,,32.83734080776311
127,2.0,49.0,,29.802535813557572
128,2.0,50.0,,34.106997962532375
129,2.0,51.0,,34.629659363236215
130,2.0,52.0,,36.95366918528394
131,2.0,53.0,,28.479497361514422
132,2.0,54.0,,33.75302858668633
133,2.0,55.0,,29.553091430062533
134,2.0,56.0,,33.351248782074876
135,2.0,57.0,,34.30094210975755
136,2.0,58.0,,32.31335501613559
137,2.0,59.0,,31.426798754902034
138,2.0,60.0,,31.096070207444328
139,2.0,61.0,,32.384008091220174
140,2.0,62.0,,31.489052666184058
141,2.0,63.0,,32.70613023826123
142,2.0,64.0,,30.22487834937033
143,2.0,65.0,,29.8903174313322
144,2.0,66.0,,31.290075088256774
145,2.0,67.0,,33.6749493468797
146,2.0,68.0,,26.99711871984657
147,2.0,69.0,,27.569344419833605
148,2.0,70.0,,29.562484460892158
149,2.0,71.0,,28.256833281169687
150,2.0,72.0,,31.43691651614612
151,2.0,73.0,,31.871542980585268
152,2.0,74.0,,29.00502744983143
153,2.0,75.0,,30.921223336064656
154,2.0,76.0,,30.80378020169549
155,2.0,77.0,,30.345180367729384
156,3.0,0.0,,35.562200220548654
157,3.0,1.0,,35.89805009991526
158,3.0,2.0,,29.946865367117383
159,3.0,3.0,,30.101322031618395
160,3.0,4.0,,28.845814106199178
161,3.0,5.0,,29.74822901314007
162,3.0,6.0,,31.242733310910644
163,3.0,7.0,,26.742794576677134
164,3.0,8.0,,29.127457270312412
165,3.0,9.0,,29.919625298611262
166,3.0,10.0,,29.473345802872288
167,3.0,11.0,,27.244147901271738
168,3.0,12.0,,33.33003584442051
169,3.0,13.0,,30.60518799729857
170,3.0,14.0,,31.248762417878545
171,3.0,15.0,,30.028082871813158
172,3.0,16.0,,34.86150265528205
173,3.0,17.0,,29.597799864108175
174,3.0,18.0,,30.802355399567706
175,3.0,19.0,,32.46864955466748
176,3.0,20.0,,29.521972616685204
177,3.0,21.0,,28.566615042636414
178,3.0,22.0,,29.836660896294177
179,3.0,23.0,,29.76035586339825
180,3.0,24.0,,28.714479270190978
181,3.0,25.0,,28.295157461309064
182,3.0,26.0,,28.648114061744124
183,3.0,27.0,,29.067541154237787
184,3.0,28.0,,28.480172524469122
185,3.0,29.0,,27.472903403049187
186,3.0,30.0,,30.104079756711634
187,3.0,31.0,,29.43380988881296
188,3.0,32.0,,28.688596555975252
189,3.0,33.0,,28.07630524665452
190,3.0,34.0,,31.21449484773506
191,3.0,35.0,,26.275682999857025
192,3.0,36.0,,27.902096128832152
193,3.0,37.0,,32.94611846451879
194,3.0,38.0,,25.135925453467365
195,3.0,39.0,,29.71589082663826
196,3.0,40.0,,28.6044491759841
197,3.0,41.0,,35.03351489445414
198,3.0,42.0,,26.901590641800638
199,3.0,43.0,,28.274083147902168
200,3.0,44.0,,27.8168829061544
201,3.0,45.0,,28.1632060135445
202,3.0,46.0,,31.076609152824364
203,3.0,47.0,,26.286134380705317
204,3.0,48.0,,29.29810839147705
205,3.0,49.0,,29.514350076225327
206,3.0,50.0,,31.271346620189895
207,3.0,51.0,,25.401111696604143
208,3.0,52.0,,25.7596422591825
209,3.0,53.0,,28.92036852219851
210,3.0,54.0,,29.622402724503605
211,3.0,55.0,,25.1618713047042
212,3.0,56.0,,30.10569772519841
