,epoch,batchNum,Train loss,AccPBatch
47,1.0,47.0,-23976112.689639524,0.515625
48,1.0,48.0,-25318978.72785679,0.4609375
49,1.0,49.0,-26737719.58490707,0.3671875
50,1.0,50.0,-28208234.741897237,0.4453125
51,1.0,51.0,-29719924.73131108,0.4921875
52,1.0,52.0,-31261400.036732197,0.4375
53,1.0,53.0,-32858739.0159072,0.4921875
54,1.0,54.0,-34485180.25167668,0.515625
55,1.0,55.0,-36136497.63517503,0.4609375
56,1.0,56.0,-37878065.943299405,0.4375
57,1.0,57.0,-39685105.29626946,0.4140625
58,1.0,58.0,-41531149.278013885,0.4765625
59,1.0,59.0,-43305484.13305662,0.4375
60,1.0,60.0,-45341978.879320554,0.4609375
61,1.0,61.0,-47250206.936097234,0.515625
62,1.0,62.0,-49223644.99172729,0.4609375
63,1.0,63.0,-51307818.935582824,0.4765625
64,1.0,64.0,-53473658.71417842,0.5234375
65,1.0,65.0,-55679036.66447461,0.4765625
66,1.0,66.0,-57735759.68406863,0.4609375
67,1.0,67.0,-59965620.05675895,0.4453125
68,1.0,68.0,-62340798.179923646,0.453125
69,1.0,69.0,-64781212.1039503,0.5234375
70,1.0,70.0,-67273918.50884925,0.375
71,1.0,71.0,-69760747.74144328,0.40625
72,1.0,72.0,-72286448.47524185,0.4453125
73,1.0,73.0,-74907900.05366865,0.4765625
74,1.0,74.0,-77535354.25954984,0.4375
75,1.0,75.0,-80241197.12945789,0.46875
76,1.0,76.0,-82979499.34046717,0.375
77,1.0,77.0,-85784027.92413555,0.4375
78,2.0,0.0,-88625805.8326499,0.40625
79,2.0,1.0,-90650878.20225409,0.4453125
80,2.0,2.0,-92681622.55039723,0.4140625
81,2.0,3.0,-94744305.0964807,0.484375
82,2.0,4.0,-96829650.1288489,0.5078125
83,2.0,5.0,-98971508.46704239,0.6015625
84,2.0,6.0,-101100586.62762854,0.484375
85,2.0,7.0,-103270766.52547845,0.515625
86,2.0,8.0,-105462374.80725382,0.453125
87,2.0,9.0,-107688371.63515204,0.546875
88,2.0,10.0,-109910456.5732794,0.46875
89,2.0,11.0,-112161465.49678627,0.484375
90,2.0,12.0,-114450295.16695194,0.546875
91,2.0,13.0,-116746260.84940422,0.453125
92,2.0,14.0,-119047511.7771621,0.46875
93,2.0,15.0,-121406350.67786212,0.5234375
94,2.0,16.0,-123740742.2819328,0.4609375
95,2.0,17.0,-126073754.44779134,0.4375
96,2.0,18.0,-128397504.45364723,0.46875
97,2.0,19.0,-130602725.57561912,0.3828125
98,2.0,20.0,-133110260.65392596,0.390625
99,2.0,21.0,-135639329.7773982,0.4296875
100,2.0,22.0,-138215709.9359368,0.4609375
101,2.0,23.0,-140871860.7883326,0.5
102,2.0,24.0,-143370829.01233548,0.4453125
103,2.0,25.0,-145963788.21628758,0.5234375
104,2.0,26.0,-148515133.4833977,0.5
105,2.0,27.0,-151056554.6496125,0.4296875
106,2.0,28.0,-153660527.81264663,0.421875
107,2.0,29.0,-156207273.74812284,0.4140625
108,2.0,30.0,-158772826.67541414,0.4921875
109,2.0,31.0,-161156612.75305322,0.484375
110,2.0,32.0,-163787209.48201242,0.4375
111,2.0,33.0,-166416710.48653272,0.4765625
112,2.0,34.0,-169319222.20869696,0.4921875
113,2.0,35.0,-172324429.2783962,0.4375
114,2.0,36.0,-175209807.15942678,0.4296875
115,2.0,37.0,-178055417.22063038,0.3828125
116,2.0,38.0,-180996990.86532143,0.4296875
117,2.0,39.0,-183866189.00110477,0.484375
118,2.0,40.0,-186518654.36525676,0.5
119,2.0,41.0,-189204371.5648238,0.421875
120,2.0,42.0,-191783233.47693044,0.5
121,2.0,43.0,-194085559.254581,0.4609375
122,2.0,44.0,-197605951.57793826,0.390625
123,2.0,45.0,-200842900.80847743,0.4140625
124,2.0,46.0,-203952360.848949,0.4296875
125,2.0,47.0,-207216051.29367524,0.4609375
126,2.0,48.0,-210381700.92884728,0.515625
127,2.0,49.0,-213551420.98560348,0.484375
128,2.0,50.0,-216640456.10551035,0.5078125
129,2.0,51.0,-219769433.8225913,0.578125
130,2.0,52.0,-222905079.53424513,0.5390625
131,2.0,53.0,-226142250.154155,0.578125
132,2.0,54.0,-229335342.72093248,0.5234375
133,2.0,55.0,-232532648.41449484,0.484375
134,2.0,56.0,-235785759.24860135,0.5546875
135,2.0,57.0,-239037375.70417908,0.5078125
136,2.0,58.0,-242314272.89611855,0.578125
137,2.0,59.0,-245590050.32300404,0.546875
138,2.0,60.0,-248947298.23688588,0.59375
139,2.0,61.0,-252332434.03788194,0.53125
140,2.0,62.0,-255641121.01271075,0.5546875
141,2.0,63.0,-259014106.3825362,0.4296875
142,2.0,64.0,-262406881.78202447,0.5625
143,2.0,65.0,-265815460.30794752,0.609375
144,2.0,66.0,-269272613.3961117,0.546875
145,2.0,67.0,-272737974.14443314,0.484375
146,2.0,68.0,-276329490.86995053,0.6015625
147,2.0,69.0,-279896522.4963302,0.5859375
148,2.0,70.0,-283403611.08245784,0.609375
149,2.0,71.0,-286827270.7512681,0.609375
150,2.0,72.0,-290165647.23093194,0.515625
151,2.0,73.0,-293893299.444998,0.5625
152,2.0,74.0,-297422623.41953796,0.515625
153,2.0,75.0,-301180165.90241516,0.5625
154,2.0,76.0,-304947103.3288623,0.453125
155,2.0,77.0,-308789153.54198676,0.5546875
156,3.0,0.0,-312591007.6787657,0.59375
157,3.0,1.0,-315154840.48610395,0.5234375
158,3.0,2.0,-317711663.81526184,0.4375
159,3.0,3.0,-320486794.5385025,0.5390625
160,3.0,4.0,-323076736.6694554,0.5078125
161,3.0,5.0,-325642996.81345874,0.421875
162,3.0,6.0,-328303183.07022476,0.484375
163,3.0,7.0,-330956948.45718986,0.5859375
164,3.0,8.0,-333755828.36850655,0.5390625
165,3.0,9.0,-336417306.14636445,0.5546875
166,3.0,10.0,-339117919.21781355,0.5546875
167,3.0,11.0,-341825000.4001326,0.484375
168,3.0,12.0,-344680011.7350206,0.5234375
169,3.0,13.0,-347468192.95527023,0.578125
170,3.0,14.0,-350210567.5970894,0.59375
171,3.0,15.0,-352944159.62022424,0.5
172,3.0,16.0,-355678342.4217443,0.578125
173,3.0,17.0,-358431472.33516735,0.5078125
174,3.0,18.0,-361199639.68190616,0.5703125
175,3.0,19.0,-363978338.5309328,0.578125
176,3.0,20.0,-366741877.15704006,0.625
177,3.0,21.0,-369481686.8520821,0.5703125
178,3.0,22.0,-372253669.7530204,0.609375
179,3.0,23.0,-375056482.03855985,0.5703125
180,3.0,24.0,-377718634.17622226,0.5234375
181,3.0,25.0,-380584216.58433765,0.578125
182,3.0,26.0,-383331463.6905239,0.5390625
183,3.0,27.0,-386120548.0979401,0.5859375
184,3.0,28.0,-389086297.88051355,0.640625
185,3.0,29.0,-392112930.4598475,0.5546875
186,3.0,30.0,-395181399.5753526,0.6328125
187,3.0,31.0,-397978796.5328693,0.5546875
188,3.0,32.0,-400795435.7487979,0.5390625
189,3.0,33.0,-403603812.57080066,0.546875
190,3.0,34.0,-406608992.4661082,0.53125
191,3.0,35.0,-409400902.6632833,0.4921875
192,3.0,36.0,-412490130.8401569,0.5703125
193,3.0,37.0,-415224500.9696127,0.5234375
194,3.0,38.0,-418198202.76935804,0.5546875
195,3.0,39.0,-421303220.5781422,0.59375
196,3.0,40.0,-424214321.95257974,0.53125
197,3.0,41.0,-427288175.6658385,0.5546875
198,3.0,42.0,-430191147.94066197,0.5234375
199,3.0,43.0,-433243686.5158783,0.5859375
200,3.0,44.0,-435839189.2087474,0.484375
201,3.0,45.0,-438766519.9066972,0.484375
202,3.0,46.0,-441738975.8088174,0.5625
203,3.0,47.0,-444491297.5095136,0.4375
204,3.0,48.0,-447665871.12420136,0.5625
205,3.0,49.0,-450777092.96349806,0.5703125
206,3.0,50.0,-453762182.9359044,0.5078125
207,3.0,51.0,-456921463.50538474,0.59375
208,3.0,52.0,-460035317.3197376,0.546875
209,3.0,53.0,-463206220.5426472,0.5625
210,3.0,54.0,-466387159.9595188,0.5546875
211,3.0,55.0,-469497651.6169043,0.546875
212,3.0,56.0,-472415250.2821903,0.453125
213,3.0,57.0,-475720902.0819102,0.546875
214,3.0,58.0,-478758290.88307285,0.4609375
215,3.0,59.0,-482060957.11564994,0.546875
216,3.0,60.0,-485042915.35629797,0.5078125
217,3.0,61.0,-488258394.217311,0.5625
218,3.0,62.0,-491154551.48171943,0.515625
219,3.0,63.0,-494263712.0164155,0.5546875
220,3.0,64.0,-497360556.7161611,0.5234375
221,3.0,65.0,-500503451.25465965,0.53125
222,3.0,66.0,-503777151.13290876,0.5390625
223,3.0,67.0,-506948891.68125373,0.5234375
224,3.0,68.0,-510335379.95320064,0.5625
225,3.0,69.0,-513292134.12674904,0.53125
226,3.0,70.0,-516679020.9056621,0.5859375
227,3.0,71.0,-519790074.8341407,0.515625
228,3.0,72.0,-523199713.8288634,0.5625
229,3.0,73.0,-526421907.36086786,0.5625
230,3.0,74.0,-529607491.1923657,0.421875
231,3.0,75.0,-532974488.37363636,0.5
232,3.0,76.0,-536408973.0511412,0.578125
233,3.0,77.0,-539662289.2920625,0.6171875
234,4.0,0.0,-542915485.4562601,0.5234375
235,4.0,1.0,-545175710.6318678,0.59375
236,4.0,2.0,-547431440.9890975,0.5234375
237,4.0,3.0,-549802461.2364334,0.484375
238,4.0,4.0,-552063027.5934268,0.453125
239,4.0,5.0,-554571356.2819306,0.6015625
240,4.0,6.0,-556846828.2267781,0.5
241,4.0,7.0,-559151387.141736,0.515625
242,4.0,8.0,-561527948.7372718,0.5546875
243,4.0,9.0,-563846711.0697409,0.546875
244,4.0,10.0,-566163384.254983,0.5546875
245,4.0,11.0,-568526142.3972423,0.5625
246,4.0,12.0,-570828803.3426956,0.453125
247,4.0,13.0,-573216204.9264444,0.5390625
248,4.0,14.0,-575554376.3316212,0.5390625
249,4.0,15.0,-577860245.7982004,0.5234375
250,4.0,16.0,-580245419.5505357,0.546875
251,4.0,17.0,-582527892.5630878,0.5390625
252,4.0,18.0,-584898317.2388372,0.5546875
253,4.0,19.0,-587218652.6548401,0.546875
254,4.0,20.0,-589445077.1173494,0.5625
255,4.0,21.0,-591779495.6274275,0.6015625
256,4.0,22.0,-594080352.1781096,0.46875
257,4.0,23.0,-596404037.7939253,0.59375
258,4.0,24.0,-598857657.7480248,0.515625
259,4.0,25.0,-601235291.8265952,0.5703125
260,4.0,26.0,-603785822.388385,0.609375
261,4.0,27.0,-606112569.8753614,0.6171875
262,4.0,28.0,-608615056.2209319,0.578125
263,4.0,29.0,-610932441.895848,0.5625
264,4.0,30.0,-613193446.4222174,0.53125
265,4.0,31.0,-615653232.5710067,0.5234375
266,4.0,32.0,-618103477.5819678,0.578125
267,4.0,33.0,-620390911.7861515,0.5390625
268,4.0,34.0,-622971890.6766243,0.59375
269,4.0,35.0,-625365864.9687958,0.59375
270,4.0,36.0,-627716335.0951846,0.5390625
271,4.0,37.0,-630200668.1675621,0.5546875
272,4.0,38.0,-632721309.9210699,0.4921875
273,4.0,39.0,-635217937.9914659,0.5078125
274,4.0,40.0,-637744004.8016266,0.578125
275,4.0,41.0,-640047058.2044021,0.484375
276,4.0,42.0,-642455505.755831,0.53125
277,4.0,43.0,-644732247.4459524,0.5390625
278,4.0,44.0,-647082055.7381973,0.53125
279,4.0,45.0,-649262349.1092405,0.546875
280,4.0,46.0,-651600257.0515249,0.46875
281,4.0,47.0,-653840622.7353575,0.484375
282,4.0,48.0,-656802738.6282382,0.625
283,4.0,49.0,-659088019.457573,0.546875
284,4.0,50.0,-661769771.862174,0.5703125
285,4.0,51.0,-664354048.4263169,0.515625
286,4.0,52.0,-666902775.9650981,0.53125
287,4.0,53.0,-669376349.2745354,0.5
288,4.0,54.0,-672012420.8359452,0.59375
289,4.0,55.0,-674482997.6025991,0.5546875
290,4.0,56.0,-676876962.4729543,0.5
291,4.0,57.0,-679431638.4518219,0.5859375
292,4.0,58.0,-681863832.6652157,0.546875
293,4.0,59.0,-684376820.9935201,0.484375
294,4.0,60.0,-686958545.9083623,0.59375
295,4.0,61.0,-689260448.5738742,0.4609375
296,4.0,62.0,-691747569.2959293,0.4765625
297,4.0,63.0,-694217869.9566903,0.546875
298,4.0,64.0,-696800082.8299186,0.546875
299,4.0,65.0,-699282859.1992414,0.53125
300,4.0,66.0,-701865042.0635796,0.578125
301,4.0,67.0,-704148712.5239019,0.5
302,4.0,68.0,-706403566.48305,0.5078125
303,4.0,69.0,-709312361.4172119,0.6796875
304,4.0,70.0,-711754466.276089,0.5078125
305,4.0,71.0,-714220035.0974088,0.5625
306,4.0,72.0,-716589894.9291866,0.5546875
307,4.0,73.0,-719033279.2709341,0.5234375
308,4.0,74.0,-721667587.1852036,0.484375
309,4.0,75.0,-724261783.045886,0.625
310,4.0,76.0,-727021266.2721472,0.5546875
311,4.0,77.0,-729602311.1195886,0.53125
312,5.0,0.0,-732198809.9223903,0.5078125
313,5.0,1.0,-733991580.0430155,0.53125
314,5.0,2.0,-735752585.3254682,0.5234375
315,5.0,3.0,-737649664.7538618,0.59375
316,5.0,4.0,-739352249.9897039,0.4765625
317,5.0,5.0,-741291160.5411254,0.5859375
318,5.0,6.0,-743037277.6068805,0.5
319,5.0,7.0,-744912875.4295171,0.515625
320,5.0,8.0,-746655827.31851,0.578125
321,5.0,9.0,-748367347.3567241,0.484375
322,5.0,10.0,-750221146.1471015,0.5703125
323,5.0,11.0,-752055985.4825276,0.4765625
324,5.0,12.0,-753728788.8859547,0.546875
325,5.0,13.0,-755315880.8814731,0.5
326,5.0,14.0,-757138613.3218062,0.5234375
327,5.0,15.0,-758855088.4252661,0.5390625
328,5.0,16.0,-760290924.3615971,0.640625
329,5.0,17.0,-762243581.3730764,0.6015625
330,5.0,18.0,-763962955.2854402,0.59375
331,5.0,19.0,-765492721.397003,0.484375
332,5.0,20.0,-767475242.0676947,0.515625
333,5.0,21.0,-769374871.7885666,0.515625
334,5.0,22.0,-770900929.7566638,0.5703125
335,5.0,23.0,-772783044.425003,0.4921875
336,5.0,24.0,-774864507.9117266,0.5703125
337,5.0,25.0,-776988911.6547935,0.4765625
338,5.0,26.0,-778865591.8407921,0.5234375
339,5.0,27.0,-780661264.5035359,0.5625
340,5.0,28.0,-782688527.8525658,0.5078125
341,5.0,29.0,-784557783.7965809,0.5625
342,5.0,30.0,-786479879.30555,0.53125
343,5.0,31.0,-788274252.5668058,0.5234375
344,5.0,32.0,-789843884.701106,0.5390625
345,5.0,33.0,-791690423.2335515,0.5546875
346,5.0,34.0,-793391701.0776981,0.515625
347,5.0,35.0,-795224023.9568425,0.546875
348,5.0,36.0,-796780440.2050092,0.5859375
349,5.0,37.0,-798671505.9065158,0.4765625
350,5.0,38.0,-800098092.9384763,0.53125
351,5.0,39.0,-802001951.8623202,0.59375
352,5.0,40.0,-803695854.3011124,0.59375
353,5.0,41.0,-805426745.1224335,0.515625
354,5.0,42.0,-807425969.943121,0.5546875
355,5.0,43.0,-809159960.1707724,0.5546875
356,5.0,44.0,-811090167.2144746,0.5703125
357,5.0,45.0,-812796969.0541121,0.5
358,5.0,46.0,-814936675.173139,0.484375
359,5.0,47.0,-816938305.1152374,0.5390625
360,5.0,48.0,-818590952.6752003,0.5
361,5.0,49.0,-820441391.7521757,0.5078125
362,5.0,50.0,-822572456.2926072,0.59375
363,5.0,51.0,-824099588.2951456,0.59375
364,5.0,52.0,-825964780.7217753,0.53125
365,5.0,53.0,-827965905.9544302,0.578125
366,5.0,54.0,-829763683.6768401,0.59375
367,5.0,55.0,-831708936.8593277,0.6015625
368,5.0,56.0,-833202290.8486351,0.40625
369,5.0,57.0,-835243681.9072388,0.5234375
370,5.0,58.0,-837225970.4646664,0.59375
371,5.0,59.0,-839238790.286355,0.65625
372,5.0,60.0,-840866912.8600119,0.5546875
373,5.0,61.0,-842866660.6315643,0.5390625
374,5.0,62.0,-844735092.7746564,0.625
375,5.0,63.0,-846737510.6737161,0.421875
376,5.0,64.0,-848567389.453395,0.6328125
377,5.0,65.0,-850405386.3237598,0.5625
378,5.0,66.0,-852357711.5668265,0.59375
379,5.0,67.0,-854273233.5882994,0.546875
380,5.0,68.0,-856140602.593151,0.5234375
381,5.0,69.0,-857959434.9592497,0.5
382,5.0,70.0,-859581084.2505212,0.5390625
383,5.0,71.0,-861628694.7482648,0.5859375
384,5.0,72.0,-863660164.2878424,0.5234375
385,5.0,73.0,-865502761.127216,0.546875
386,5.0,74.0,-867524999.0061637,0.5703125
387,5.0,75.0,-869366879.9865308,0.5546875
388,5.0,76.0,-871125480.5102304,0.5078125
389,5.0,77.0,-873071094.5223635,0.515625
390,6.0,0.0,-874889897.3200912,0.5234375
391,6.0,1.0,-876206260.5673416,0.546875
392,6.0,2.0,-877581119.9488659,0.5625
393,6.0,3.0,-878875234.300331,0.484375
394,6.0,4.0,-880287807.2697124,0.5703125
395,6.0,5.0,-881732688.3865448,0.6484375
396,6.0,6.0,-883048504.970529,0.5859375
397,6.0,7.0,-884382072.5522585,0.5546875
398,6.0,8.0,-885767055.4599792,0.5859375
399,6.0,9.0,-886954625.2140077,0.484375
400,6.0,10.0,-888408239.1808211,0.578125
401,6.0,11.0,-889726621.8544407,0.609375
402,6.0,12.0,-891028380.3316642,0.5546875
403,6.0,13.0,-892385397.8224227,0.5703125
404,6.0,14.0,-893693632.7488824,0.5546875
405,6.0,15.0,-894846466.6069374,0.4765625
406,6.0,16.0,-896209764.8981887,0.546875
407,6.0,17.0,-897549710.2365854,0.5
408,6.0,18.0,-898704485.9121509,0.4609375
409,6.0,19.0,-900364360.2415093,0.6640625
410,6.0,20.0,-901412549.2175617,0.4921875
411,6.0,21.0,-902969034.2555984,0.6015625
412,6.0,22.0,-904095124.5909162,0.515625
413,6.0,23.0,-905619827.1188331,0.609375
414,6.0,24.0,-906835736.9694902,0.53125
415,6.0,25.0,-908091731.8318365,0.5234375
416,6.0,26.0,-909437511.4765762,0.5234375
417,6.0,27.0,-910941182.5313284,0.625
418,6.0,28.0,-912231074.1462232,0.578125
419,6.0,29.0,-913240063.2833865,0.421875
420,6.0,30.0,-914675785.7585056,0.4765625
421,6.0,31.0,-915919725.4525241,0.5234375
422,6.0,32.0,-917396769.1875114,0.546875
423,6.0,33.0,-918688657.3636233,0.6015625
424,6.0,34.0,-919891832.0939593,0.4921875
425,6.0,35.0,-921358616.5351875,0.5546875
426,6.0,36.0,-922639584.6473804,0.5625
427,6.0,37.0,-924013325.7492858,0.5390625
428,6.0,38.0,-925315871.919144,0.5234375
429,6.0,39.0,-926717998.1606106,0.5703125
430,6.0,40.0,-927760068.8224418,0.46875
431,6.0,41.0,-929291468.8205734,0.53125
432,6.0,42.0,-930792513.750733,0.625
433,6.0,43.0,-931938445.7492249,0.5703125
434,6.0,44.0,-933198540.5598705,0.5234375
435,6.0,45.0,-934525123.2268571,0.5859375
436,6.0,46.0,-936015877.6402922,0.65625
437,6.0,47.0,-937136713.0097824,0.578125
438,6.0,48.0,-938476412.3246429,0.5234375
439,6.0,49.0,-939785470.1951956,0.546875
440,6.0,50.0,-941035536.3761542,0.53125
441,6.0,51.0,-942363255.7642418,0.4765625
442,6.0,52.0,-943628759.5259547,0.5390625
443,6.0,53.0,-945072599.0223563,0.5390625
444,6.0,54.0,-946127369.7356765,0.515625
445,6.0,55.0,-947194546.3216901,0.515625
446,6.0,56.0,-948554385.7947687,0.4921875
447,6.0,57.0,-949935002.7379959,0.5703125
448,6.0,58.0,-951307488.4146048,0.5390625
449,6.0,59.0,-952604402.467055,0.5234375
450,6.0,60.0,-953818204.1276664,0.5546875
451,6.0,61.0,-955512164.770226,0.53125
452,6.0,62.0,-956814513.3210831,0.4453125
453,6.0,63.0,-958154455.3845272,0.5234375
454,6.0,64.0,-959564733.1293877,0.5546875
455,6.0,65.0,-960663553.4433023,0.5
456,6.0,66.0,-962190906.2816751,0.484375
457,6.0,67.0,-963799038.1481022,0.5703125
458,6.0,68.0,-965059456.5484325,0.5703125
459,6.0,69.0,-966330880.8838893,0.515625
460,6.0,70.0,-967702142.6549987,0.5234375
461,6.0,71.0,-969081830.1667694,0.546875
462,6.0,72.0,-970507150.7330143,0.6328125
463,6.0,73.0,-971887508.4366151,0.5625
464,6.0,74.0,-973186473.5324408,0.5546875
465,6.0,75.0,-974434442.5860974,0.4921875
466,6.0,76.0,-975790802.205784,0.53125
467,6.0,77.0,-977060975.8691013,0.4765625
468,7.0,0.0,-978510489.3443366,0.5234375
469,7.0,1.0,-979433136.0218601,0.59375
470,7.0,2.0,-980435494.51728,0.578125
471,7.0,3.0,-981376588.2766212,0.625
472,7.0,4.0,-982285013.337861,0.5703125
473,7.0,5.0,-983133577.0485476,0.5546875
474,7.0,6.0,-984137742.8541769,0.515625
475,7.0,7.0,-985149670.8860054,0.59375
476,7.0,8.0,-986041842.6630377,0.5390625
477,7.0,9.0,-986886730.2817,0.578125
478,7.0,10.0,-987849184.0674313,0.53125
479,7.0,11.0,-988678086.2662568,0.484375
480,7.0,12.0,-989545438.807688,0.515625
481,7.0,13.0,-990507667.4466187,0.5390625
482,7.0,14.0,-991422218.4542357,0.4921875
483,7.0,15.0,-992530428.5126743,0.5859375
484,7.0,16.0,-993428145.663434,0.59375
485,7.0,17.0,-994275532.0779496,0.5625
486,7.0,18.0,-995263918.1890147,0.625
487,7.0,19.0,-995965497.0183071,0.5
488,7.0,20.0,-996892529.8583564,0.4765625
489,7.0,21.0,-997957938.6427431,0.59375
490,7.0,22.0,-999061283.2277766,0.578125
491,7.0,23.0,-999846753.5220593,0.53125
492,7.0,24.0,-1000764509.6317866,0.53125
493,7.0,25.0,-1001698754.138916,0.5625
494,7.0,26.0,-1002550396.819401,0.5546875
495,7.0,27.0,-1003171683.5300478,0.421875
496,7.0,28.0,-1004502735.8691285,0.59375
497,7.0,29.0,-1005377121.8623365,0.578125
498,7.0,30.0,-1006039643.8025422,0.46875
499,7.0,31.0,-1007121400.5239173,0.53125
500,7.0,32.0,-1008072948.7731032,0.578125
501,7.0,33.0,-1009137757.4823803,0.5
502,7.0,34.0,-1010258992.5506773,0.5859375
503,7.0,35.0,-1011099985.2251427,0.640625
504,7.0,36.0,-1011845018.1042329,0.4921875
505,7.0,37.0,-1012864433.808046,0.515625
506,7.0,38.0,-1013933254.1189845,0.5
507,7.0,39.0,-1014879996.4508548,0.5078125
508,7.0,40.0,-1015763934.5446937,0.5234375
509,7.0,41.0,-1016825859.8195683,0.6015625
510,7.0,42.0,-1017720586.2993988,0.53125
511,7.0,43.0,-1018784975.1751122,0.59375
512,7.0,44.0,-1019591357.9917028,0.484375
513,7.0,45.0,-1020676854.34386,0.515625
514,7.0,46.0,-1021635721.0645809,0.5859375
515,7.0,47.0,-1022605919.5716712,0.546875
516,7.0,48.0,-1023360326.3486834,0.5078125
517,7.0,49.0,-1024574958.1346607,0.625
518,7.0,50.0,-1025412974.718733,0.5390625
519,7.0,51.0,-1026258532.2709333,0.5703125
520,7.0,52.0,-1027191777.9597769,0.515625
521,7.0,53.0,-1028084497.4557955,0.5703125
522,7.0,54.0,-1029061904.3302242,0.515625
523,7.0,55.0,-1029820219.2897667,0.546875
524,7.0,56.0,-1030803860.0819285,0.5
525,7.0,57.0,-1031957208.736659,0.609375
526,7.0,58.0,-1032679018.3026668,0.46875
527,7.0,59.0,-1033698985.5110948,0.4765625
528,7.0,60.0,-1034673371.6223665,0.53125
529,7.0,61.0,-1035682945.2950824,0.5078125
530,7.0,62.0,-1036596498.3962307,0.5859375
531,7.0,63.0,-1037590751.1012347,0.5859375
532,7.0,64.0,-1038514144.4510685,0.6015625
533,7.0,65.0,-1039436246.0539384,0.5546875
534,7.0,66.0,-1040390569.3761953,0.6171875
535,7.0,67.0,-1041289743.4606476,0.46875
536,7.0,68.0,-1042161622.008281,0.4921875
537,7.0,69.0,-1043168649.6656536,0.4609375
538,7.0,70.0,-1044109494.169294,0.484375
539,7.0,71.0,-1045064959.4911088,0.53125
540,7.0,72.0,-1046031099.869153,0.5078125
541,7.0,73.0,-1047079033.1585565,0.5625
542,7.0,74.0,-1047794354.6317925,0.4453125
543,7.0,75.0,-1048962498.3133388,0.6015625
544,7.0,76.0,-1049859265.8432693,0.53125
545,7.0,77.0,-1050724234.5473071,0.5390625
546,8.0,0.0,-1051692306.5138928,0.546875
547,8.0,1.0,-1052346469.0394332,0.5546875
548,8.0,2.0,-1053045391.6703641,0.578125
549,8.0,3.0,-1053795589.0481005,0.6171875
550,8.0,4.0,-1054267185.3205218,0.515625
551,8.0,5.0,-1055020353.1332111,0.5625
552,8.0,6.0,-1055708749.7765223,0.5703125
553,8.0,7.0,-1056286336.9116557,0.546875
554,8.0,8.0,-1057073965.4302379,0.609375
555,8.0,9.0,-1057670552.8763626,0.5859375
556,8.0,10.0,-1058217201.470928,0.5703125
557,8.0,11.0,-1058721019.2103661,0.515625
558,8.0,12.0,-1059445093.9480695,0.5859375
559,8.0,13.0,-1060146438.7396841,0.5390625
560,8.0,14.0,-1060747388.5295236,0.5859375
561,8.0,15.0,-1061296639.1122026,0.4609375
562,8.0,16.0,-1062106844.7570052,0.59375
563,8.0,17.0,-1062490100.3500077,0.5234375
564,8.0,18.0,-1063231002.003638,0.578125
565,8.0,19.0,-1063910415.099626,0.5390625
566,8.0,20.0,-1064418322.2947208,0.53125
567,8.0,21.0,-1065051082.8708587,0.53125
568,8.0,22.0,-1065608338.1433065,0.5390625
569,8.0,23.0,-1066234156.9299115,0.5078125
