,Train loss,Test loss
0,35.138088094863,40.53730149449898
1,24.751947137348623,30.531711189564525
2,20.427670709200118,31.472691285671182
3,18.29418687990829,40.53176893703444
4,16.540878627232352,17.484499283140444
5,15.46283443450341,16.033643661374082
6,15.576061742526548,49.614324601601574
7,14.94987673041077,24.046106222881075
8,14.124607385867616,35.41782779889203
9,14.259391246784194,33.400644840670864
10,13.781010841758016,18.210498802689667
11,13.763496522832924,16.46710323748184
12,13.01338854215075,48.37649916506591
13,12.758859076006976,17.778468106154662
14,12.563757949245472,18.85044773513594
15,12.652427763134503,24.03761049174541
16,12.194391077447529,15.250001282613125
17,11.885187848367167,23.85046334541887
18,11.289505300334303,14.550323673281222
19,11.24788032413773,14.014245519129592
20,10.869149134033142,17.318556582241882
21,10.88194130791797,12.874133181112287
22,10.79150370957531,15.653036206317315
23,10.989781350067386,24.925681217424813
24,11.425056161724452,13.617823810664689
25,9.734678600322724,21.414967101717465
26,9.666762158559248,15.398383836853577
27,9.53039626652655,18.180317923335938
28,9.277335263702527,18.769991064985607
29,9.541250262163208,16.11183975426967
30,9.38886481811298,13.240867951518505
31,9.446464225291718,14.818377377357477
32,8.814447424555459,26.56405508381325
33,9.689124274396205,14.328688558952424
34,7.999793151237618,17.809725862271303
35,8.242251681773231,13.90211373650196
36,7.718103852049519,13.170055658579845
37,8.063980217365037,14.816754729926435
38,8.593114027237167,18.25365913602004
39,8.402658235498455,12.491263202255483
40,7.328384096474218,15.872677939407286
41,7.298542258044704,24.13278442064609
42,8.30948001076705,31.508237899512803
43,7.617894308331886,26.37527767302696
44,7.560107308996476,12.918219687893812
45,7.067494369028991,13.35398914006546
46,6.670611698896896,14.33269901568823
47,6.424618704566022,14.083288121759647
48,6.428647393209864,12.96522405474345
49,7.168763789585506,13.699160342882426
50,7.04427587100103,13.055716475335245
51,6.56216754491538,13.650196138541654
52,6.493363771612181,14.628477433511822
53,6.615769382926076,14.70814616082933
54,6.244590457449247,14.157591019907846
55,6.588126656143259,13.007612089140066
56,6.0432528629141595,12.924233807976268
57,6.319701299639934,12.639777057928972
58,5.529636095263867,13.01411903771172
59,5.449033121489815,13.528155969633314
