,Train loss,Test loss
0,59.13064208182439,37.27534469294112
1,39.97554759662419,31.32556339420416
2,35.18447460087373,30.1609040875328
3,32.89693298089912,146.51181306847263
4,30.98922463764493,28.608794193880264
5,28.08721500289016,109.52620314575894
6,26.40136438089,44.77643736578532
7,24.79121204696284,19.138270876738243
8,22.590371535863106,21.446246436999992
9,17.4902657537754,21.517251777746647
10,17.159212265619438,23.861130253253883
11,16.607729816466946,80.21361098286818
12,16.468469550069745,21.76185468263167
13,15.955595090469938,29.682999632634047
14,15.704977651100075,20.575625997106922
15,15.676223306581514,16.75437115504681
16,15.06760312713025,22.920592876774794
17,14.976416016751728,18.112799385515768
18,13.578948016395794,14.6560397216227
19,13.386509127994136,22.434547157489597
20,13.158166784057421,21.75416729317588
21,12.941350243333039,18.31328593272702
22,13.000443562226069,17.38376207437269
23,12.896465546457023,17.004886255814316
24,12.898481100473251,15.285244303517782
25,12.364029033314468,28.769029240069255
26,12.24345237247841,18.67752066633929
27,11.486986047649424,18.262766658907534
28,11.336635407385602,14.704560415054058
29,11.07640360580831,17.932674007732007
30,11.06083355527297,18.4902217586815
31,10.899530588471864,18.045857395883615
32,10.684736296495888,14.214511097948154
33,10.718650473401807,14.448186866205928
34,10.465542590383729,13.927683012108172
35,10.416014121539828,15.043471787152754
36,9.551767050723186,14.002248195605812
37,9.634974026660865,13.441222421036743
38,9.423897287073416,13.752727998705252
39,9.130952340498293,13.455712004922292
40,8.99851591529784,14.458500311701725
41,8.895901813083219,27.28120880180308
42,8.960907906055244,17.24489703292498
43,8.624564290170314,14.707581986056116
44,8.584724136533856,13.363209091653022
45,7.843233715116878,13.309078460116934
46,7.91053986695513,13.854571232247642
47,7.529313702911093,14.075712259103538
48,7.52207283623246,13.854489433342964
49,7.388740517796891,13.555814786790439
50,7.382464949576079,13.413057991306495
51,7.2474073913982515,13.50677422803969
52,7.190252893920087,13.861181307410696
53,7.1295734851559,13.439318514920421
54,6.525610940861833,13.848486179641567
55,6.603387829442996,13.366317717862986
56,6.2670886255345275,14.25663686513707
57,6.379600100433583,13.954270276198088
58,6.073220835283308,13.372553616263001
59,5.906697305993214,13.39735676932155
