,lr,loss
0,-8.0,133.7732189454114
1,-7.883116883116883,129.10825766701996
2,-7.766233766233766,127.63723322845506
3,-7.649350649350649,127.87203618151003
4,-7.532467532467533,127.38569471148368
5,-7.415584415584416,127.11930503553047
6,-7.298701298701299,126.86304074187802
7,-7.181818181818182,126.47609110193905
8,-7.064935064935065,126.30288463342885
9,-6.948051948051948,126.47647405215112
10,-6.8311688311688314,126.20076659657667
11,-6.714285714285714,125.98378631154262
12,-6.597402597402597,125.96967302326331
13,-6.48051948051948,126.44267652847242
14,-6.363636363636363,126.65102798048784
15,-6.246753246753246,126.38635725892559
16,-6.12987012987013,126.3459159612083
17,-6.012987012987013,126.21921547478307
18,-5.896103896103896,126.35285627956935
19,-5.779220779220779,126.33055551247922
20,-5.662337662337662,126.57786070016951
21,-5.545454545454545,126.59109966154745
22,-5.428571428571428,126.34939988219693
23,-5.311688311688312,126.28468602137103
24,-5.194805194805195,126.09076211213753
25,-5.077922077922078,126.37066092693524
26,-4.961038961038961,126.14994160051042
27,-4.844155844155844,126.20923891911023
28,-4.727272727272727,126.07143680902298
29,-4.6103896103896105,125.99445066541
30,-4.4935064935064934,126.2157226378202
31,-4.376623376623376,126.24547300330458
32,-4.259740259740259,126.29796378256648
33,-4.142857142857142,126.44022316587831
34,-4.025974025974025,126.40255899488758
35,-3.9090909090909087,126.31462578129543
36,-3.7922077922077917,126.40114830732001
37,-3.6753246753246747,126.26003690118768
38,-3.558441558441558,126.4145169463836
39,-3.441558441558441,126.50298637478487
40,-3.324675324675324,126.4262593033333
41,-3.2077922077922074,126.60978205641149
42,-3.0909090909090904,126.66523790848555
43,-2.9740259740259734,126.7611590724765
44,-2.8571428571428568,126.64099153533935
45,-2.7402597402597397,126.62965291858238
46,-2.6233766233766227,126.46931572094992
47,-2.506493506493506,126.37731437083525
48,-2.389610389610389,126.14324150282674
49,-2.272727272727272,126.1405491389818
50,-2.1558441558441555,125.77366740756796
51,-2.0389610389610384,125.56009218843892
52,-1.9220779220779214,125.38360439270792
53,-1.8051948051948046,125.00638472267316
54,-1.6883116883116878,124.31062429852088
55,-1.5714285714285707,123.69071348665801
56,-1.454545454545454,122.73089520243423
57,-1.337662337662337,121.39450040693401
58,-1.22077922077922,119.6290682480134
59,-1.1038961038961033,117.5666374772202
60,-0.9870129870129863,115.26310281631423
61,-0.8701298701298694,113.01192287273112
62,-0.7532467532467526,110.77941048879673
63,-0.6363636363636357,109.26024218059806
64,-0.5194805194805188,107.28147973576758
65,-0.40259740259740184,105.38673281139027
66,-0.285714285714285,104.1847864928686
67,-0.16883116883116808,106.36780501269965
68,-0.05194805194805122,106.18803166740285
69,0.06493506493506564,104.3618745757454
70,0.18181818181818254,104.95121239361006
71,0.29870129870129947,104.36768634852085
72,0.4155844155844164,107.85647336484513
73,0.5324675324675333,108.3900778357932
74,0.6493506493506502,108.68082664944387
75,0.7662337662337672,108.99664384744277
76,0.8831168831168841,109.10598562939171
77,1.0000000000000009,109.02141457800423
